City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
141,Fortuna,US,63.0,40.6,-124.16,Super 8 by Wyndham Fortuna
144,Bengkulu,ID,76.8,-3.8,102.27,Grage Hotel Bengkulu
145,Hovd,MN,64.85,48.01,91.64,Hotel Khovd
146,Rio Grande,BR,66.2,-32.03,-52.1,Hotel Atlântico Rio Grande
150,Homer,US,57.0,59.64,-151.55,Beluga Lake Lodge
151,Tommot,RU,44.24,58.96,126.29,Gostinitsa Tommot
152,Kabelvag,NO,53.6,68.21,14.48,Nyvågar Rorbuhotel
153,Clavier,BE,73.0,50.4,5.35,Maison d'Hôtes La Lavandière
154,Tavricheskoye,RU,55.4,54.59,73.64,Prodayotsya Kotedzh
156,Landerneau,FR,73.4,48.45,-4.25,Le Clos Du Pontic
158,Pecanha,BR,73.51,-18.55,-42.56,PEÇANHA GRANDE HOTEL
160,Thompson,CA,64.4,55.74,-97.86,Burntwood Hotel
161,Saint Anthony,US,75.99,45.02,-93.22,Holiday Inn Express Roseville-St. Paul
163,Pasighat,IN,76.5,28.07,95.33,Siang Guest House
165,Airai,TL,54.9,-8.93,125.41,Juvinal Martin
166,Lasa,IT,71.01,46.62,10.7,Pension Feldgärtenhof
169,Goderich,CA,68.0,43.75,-81.72,Harmony Inn
170,Barabinsk,RU,56.71,55.36,78.36,"Gostinitsa ""Noy"""
171,Avarua,CK,71.6,-21.21,-159.78,Paradise Inn
172,Ginda,IN,67.77,30.69,78.49,Bal uma sankar hotel and restaurant
173,Antofagasta,CL,60.8,-23.65,-70.4,Hotel Terrado Suites Antofagasta
174,Narsaq,GL,66.2,60.92,-46.05,Hotel Narsaq
176,Bavtugay,RU,71.15,43.16,46.83,Gostinitsa Parnas Kizilyurt
177,East London,ZA,55.06,-33.02,27.91,Tu Casa
179,Dalvik,IS,53.6,65.97,-18.53,Dalvík HI Hostel
180,Vila,PT,73.0,42.03,-8.16,Hotel Castrum Villae
181,Igrim,RU,53.28,63.19,64.42,Obshchezhitiye Uchebno-Proizvodstvennogo Tsentra
184,Saldanha,ZA,55.4,-33.01,17.94,Blue Bay Lodge
187,Dunedin,NZ,46.99,-45.87,170.5,Scenic Hotel Southern Cross
188,Suntar,RU,49.46,62.14,117.63,Gostevoy Dom
190,Port Elizabeth,ZA,48.2,-33.92,25.57,39 On Nile Guest House
192,Krasnoselkup,RU,58.71,65.7,82.47,Krasnosel'kupnefteprodukt
194,Codrington,AU,46.54,-38.27,141.97,Codrington Gardens Bed And Breakfast
196,Dingle,PH,75.85,11.0,122.67,Camp Pasica
198,Atherton,GB,73.99,53.52,-2.49,The Mercury Motel
199,Sakata,JP,71.74,38.92,139.85,Hotel Rich & Garden Sakata
200,Yalta,UA,73.17,44.5,34.17,Yalta-Inturist
203,Fort Saint James,CA,59.4,54.43,-124.25,The View Hotel
205,Imeni Poliny Osipenko,RU,50.38,52.42,136.49,Yubileynaya
209,Baruun-Urt,MN,48.63,46.68,113.28,Ахмадын амралт сувилал
210,Mirnyy,RU,51.8,62.54,113.96,"Гостиница ""УЮТ"""
211,Derzhavinsk,KZ,59.56,51.1,66.32,Ooo.khim Baza
212,Geraldton,AU,48.2,-28.77,114.6,Broadwater Mariner Resort
213,Port Moresby,PG,68.0,-9.44,147.18,Lamana Hotel
215,La Carlota,PH,76.98,10.42,122.92,Casa de Mae
216,Vao,NC,68.72,-22.67,167.48,Hotel Kou-Bugny
218,Marystown,CA,63.0,47.17,-55.15,Marystown Hotel & Convention Centre
219,Quatre Cocos,MU,72.0,-20.21,57.76,Veranda Palmar Beach Hotel
220,Paramonga,PE,65.48,-10.67,-77.83,"Av Douglas Stephen, Los Chalets Paramonga, Lima, Perú"
221,Fort Nelson,CA,57.2,58.81,-122.7,The Fort Nelson Hotel
222,Komatipoort,ZA,75.81,-25.43,31.95,Kruger View Backpackers
223,Yar-Sale,RU,54.03,66.83,70.83,Yalemd
224,Buin,CL,51.8,-33.73,-70.75,Paihuen
225,Isangel,VU,69.13,-19.55,169.27,Volcano Sea View Tree House
231,Port Hedland,AU,59.0,-20.32,118.57,The Esplanade Hotel
234,Bay Roberts,CA,64.0,47.6,-53.26,Stonewall Inn
235,Yulara,AU,46.4,-25.24,130.99,Desert Gardens Hotel - Ayers Rock Resort
236,Hamilton,US,66.2,39.18,-84.53,Six Acres Bed & Breakfast
238,Kalemie,CD,74.28,-5.95,29.19,Mahobilali
239,Chimbote,PE,65.95,-9.09,-78.58,Hotel Briliá
240,Fereydun Kenar,IR,75.2,36.69,52.52,Khezer Shahr Tourist Hotel
242,Jumla,NP,65.98,29.27,82.18,Hotel Sundar Rara Karnali
243,Calvinia,ZA,40.44,-31.47,19.78,Die Lemoenhuis
244,Comodoro Rivadavia,AR,42.8,-45.87,-67.5,Austral Hotel
245,Wetzlar,DE,75.0,50.55,8.5,Hotel Wetzlarer Hof
246,Ozinki,RU,60.13,51.18,49.68,at Rest
248,Yurgamysh,RU,52.38,55.37,64.47,Gostinitsa Uyut
249,Bambous Virieux,MU,72.0,-20.34,57.76,Casa Tia Villa
250,Talara,PE,69.8,-4.58,-81.27,Hostal Oro Negro
252,Tome,CL,53.6,-36.62,-72.95,Dichato habitaciones
256,Dudinka,RU,60.8,69.41,86.18,Hotel Viktoria
263,Numaran,MX,73.08,20.25,-101.93,Casa
264,Komsomolskiy,UZ,69.8,40.43,71.72,Ikathouse
270,Byron Bay,AU,57.99,-28.65,153.62,Backpackers Inn on the Beach
271,Olafsvik,IS,56.43,64.89,-23.71,Hotel Olafsvik
272,Asau,RO,73.0,46.43,26.4,Casa Mika Ciobanus
275,Talnakh,RU,60.8,69.49,88.4,Talnakh Hotel
277,Kaeo,NZ,59.27,-35.1,173.78,Bushido Lodge
278,Leh,IN,70.95,34.17,77.58,Hotel Ladakh Greens
281,Mujiayingzi,CN,59.65,42.12,118.78,Jinjiang Hotel
283,Amahai,ID,75.52,-3.33,128.92,Peternakan Ayam Bangkok Manisso
285,Tura,IN,75.92,25.52,90.22,Hotel RIKMAN Continental
288,Ust-Nera,RU,40.14,64.57,143.2,Hotel Ust-Nera
291,Richards Bay,ZA,62.65,-28.78,32.04,BON Hotel Waterfront Richards Bay
292,Rio Cuarto,AR,62.6,-33.13,-64.35,Hotel Menossi
293,Zhigansk,RU,50.83,66.77,123.37,Gostinichnyy Kompleks Aylgy
294,Collie,AU,45.0,-33.37,116.15,Collie Ridge
296,Klaksvik,FO,53.6,62.23,-6.59,Geilin Bed & Breakfast
299,Prince Rupert,CA,55.4,54.32,-130.32,Crest Hotel
302,Lebu,CL,49.41,-37.62,-73.65,Hostal Las Lilas
303,College,US,55.0,64.86,-147.8,Pike's Waterfront Lodge
304,Mildura,AU,57.2,-34.2,142.15,Mercure Hotel Mildura
305,Eureka,US,60.01,40.8,-124.16,Eureka Inn Trademark By Wyndham
307,Mar Del Plata,AR,55.99,-38.0,-57.56,Gran Hotel Mar del Plata habitaciones
308,Berezovyy,RU,49.23,51.67,135.7,"Hotel ""Phoenix"""
310,Jaypur,IN,72.45,18.85,82.58,Hotel Hello Jeypore
312,Balkhash,KZ,71.19,46.84,74.98,Family
313,Boli,CN,66.09,45.77,130.52,The Disabled Recovery Xunlianshi
315,Berezovka,BY,68.22,53.72,25.5,Nad Nemanom Usad'ba
316,General Roca,AR,53.6,-39.03,-67.58,Hotel El Recreo
318,Paamiut,GL,49.01,61.99,-49.67,Yeet Hotel
319,Alofi,NU,75.2,-19.06,-169.92,Taloa Heights
325,Tiarei,PF,73.4,-17.53,-149.33,Le Rocher de Tahiti
326,Lompoc,US,73.4,34.64,-120.46,Holiday Inn Express Lompoc
327,Castro,BR,58.78,-24.79,-50.01,CHACARA BAILLY
330,Baykit,RU,55.08,61.67,96.37,Gostinitsa
331,Monroe,US,75.0,43.15,-77.68,Staybridge Suites Rochester University
332,Port Lincoln,AU,54.57,-34.73,135.87,Port Lincoln Hotel
335,Barranca,PE,64.9,-10.75,-77.77,El Olivar Hospedaje
337,Bulaevo,KZ,55.04,54.91,70.44,"Игровой клуб ""ДОМ ИГР Z"""
338,Malitbog,PH,73.0,8.53,124.88,Lompon Residency
340,Shiogama,JP,72.9,38.32,141.03,Smile Hotel Shiogama
341,Beaverlodge,CA,64.4,55.22,-119.44,Side Trax Inn
344,Dubbo,AU,41.0,-32.25,148.62,Comfort Inn Blue Lagoon
346,Kurilsk,RU,54.25,45.23,147.88,Guest House on Kooperativnaya
348,Hokitika,NZ,50.72,-42.72,170.97,Beachfront Hotel Hokitika
349,Yurga,RU,61.11,55.72,84.89,Gostinitsa 12 Futov
351,Manyoni,TZ,70.93,-5.75,34.84,Tanganyika Hotel
356,Nanakuli,US,75.0,21.39,-158.15,Camp Palehua
358,Honiara,SB,75.2,-9.43,159.95,Heritage Park Hotel
